data_source,key_id,name_full,org_pac_id,num_org_mem,pri_spec,sec_spec_all,adr_ln_1,adr_ln_2,City/Town,State,ZIP Code,Telephone Number,Cleaned Address,Latitude,Longitude
clinician_network,7911933304.0,ARTICULARIS HEALTHCARE GROUP INC,7911933304.0,49.0,NURSE PRACTITIONER,,2291 HENRY TECKLENBURG DR,,CHARLESTON,SC,294147801,8437936985.0,2291 HENRY TECKLENBURG DR,32.80411242208945,-80.04145221532471
clinician_network,8022272848.0,"PARAGON OUTPATIENT REHABILITATION SERVICES, LLC",8022272848.0,219.0,OCCUPATIONAL THERAPY,,509 STANDARD WAY,THERAPY ROOM,CHARLESTON,SC,294122397,8436281130.0,509 STANDARD WAY,32.76076902040816,-79.98226875510204
clinician_network,8123102563.0,DRAISIN VISION GROUP PA,8123102563.0,5.0,OPTOMETRY,,1470 TOBIAS GADSON BLVD,SUITE 115,CHARLESTON,SC,294074835,8435562020.0,1470 TOBIAS GADSON BLVD,32.80960987698599,-80.03000424081941
clinician_network,8123385143.0,"BROAD RIVER PHYSICIANS GROUP, LLC",8123385143.0,59.0,EMERGENCY MEDICINE,CRITICAL CARE (INTENSIVISTS),316 CALHOUN ST,,CHARLESTON,SC,294011113,8437242901.0,316 CALHOUN ST,32.78266495,-79.94908809987882
clinician_network,8325008717.0,BON SECOURS ST FRANCIS XAVIER HOSPITAL INC,8325008717.0,170.0,PHYSICIAN ASSISTANT,CRITICAL CARE (INTENSIVISTS),316 CALHOUN ST,,CHARLESTON,SC,294011113,8435772276.0,316 CALHOUN ST,32.78266495,-79.94908809987882
clinician_network,8426464736.0,"COASTAL PEDIATRIC ASSOCIATES, P.A.",8426464736.0,3.0,PEDIATRIC MEDICINE,,2067 CHARLIE HALL BLVD,,CHARLESTON,SC,294145834,8435732535.0,2067 CHARLIE HALL BLVD,32.815528421336595,-80.04343073599021
clinician_network,8426958919.0,ROPER HOSPITAL INC,8426958919.0,35.0,NURSE PRACTITIONER,CRITICAL CARE (INTENSIVISTS),316 CALHOUN ST,,CHARLESTON,SC,294011113,8437243324.0,316 CALHOUN ST,32.78266495,-79.94908809987882
clinician_network,8527004902.0,DERMATOLOGY AND LASER CENTER OF CHARLESTON PA,8527004902.0,7.0,PHYSICIAN ASSISTANT,DERMATOLOGY,2180 HENRY TECKLENBURG DR,,CHARLESTON,SC,294145798,8435568886.0,2180 HENRY TECKLENBURG DR,32.810301876964196,-80.04508079345828
clinician_network,8527049865.0,DERMATOLOGY ASSOCIATES LLC,8527049865.0,16.0,DERMATOLOGY,,2180 HENRY TECKLENBURG DR,,CHARLESTON,SC,294145798,8435568886.0,2180 HENRY TECKLENBURG DR,32.810301876964196,-80.04508079345828
clinician_network,8527070291.0,LOWCOUNTRY INFECTIOUS DISEASES PA,8527070291.0,13.0,NURSE PRACTITIONER,INFECTIOUS DISEASE,1938 CHARLIE HALL BLVD,UNIT B,CHARLESTON,SC,294146099,8434020227.0,1938 CHARLIE HALL BLVD,32.815817503354715,-80.04185418187349
clinician_network,8527126861.0,MINUTECLINIC DIAGNOSTIC SOUTH CAROLINA LLC,8527126861.0,125.0,NURSE PRACTITIONER,,59 GEORGE ST,,CHARLESTON,SC,294011422,8663892727.0,59 GEORGE ST,-46.3634071,168.0079956
clinician_network,8527133370.0,AVONDALE EYE CARE,8527133370.0,3.0,OPTOMETRY,,1251 SAVANNAH HWY,,CHARLESTON,SC,294077826,8437632270.0,1251 SAVANNAH HWY,32.73432847474748,-81.62085003030303
clinician_network,8527458116.0,TRIDENT DENTAL ASSOCIATES LLC,8527458116.0,2.0,DENTIST,PROSTHODONTICS,9228 MEDICAL PLAZA DR,,CHARLESTON,SC,294069125,8437977000.0,9228 MEDICAL PLAZA DR,32.97521383750237,-80.07183297070029
clinician_network,8628332061.0,CONCORD RADIOLOGY PLLC,8628332061.0,55.0,DIAGNOSTIC RADIOLOGY,,190 QUEEN ST,,CHARLESTON,SC,294011946,8882640330.0,190 QUEEN ST,44.8913633,-75.9958709
clinician_network,8729074901.0,GREENSBORO RADIOLOGY PA,8729074901.0,210.0,DIAGNOSTIC RADIOLOGY,,502 SHEM BUTLER CT,,CHARLESTON,SC,294147154,,502 SHEM BUTLER CT,32.85063377736449,-80.06491684261006
clinician_network,8729167309.0,CAROLINA CATARACT AND VISION CENTER,8729167309.0,9.0,OPHTHALMOLOGY,,3531 MARY ADER AVE,SUITE C,CHARLESTON,SC,294145896,8437973676.0,3531 MARY ADER AVE,32.820726300000004,-80.06514055433334
clinician_network,8729401625.0,BEST PHYSICAL THERAPY LLC,8729401625.0,39.0,PHYSICAL THERAPY,,848 FOLLY RD,,CHARLESTON,SC,294123435,9197916678.0,848 FOLLY RD,35.88740869173431,-76.66700081928576
clinician_network,8729992060.0,CRITICAL CARE SERVICES PC,8729992060.0,40.0,PULMONARY DISEASE,CRITICAL CARE (INTENSIVISTS),171 ASHLEY AVE,,CHARLESTON,SC,294258908,3145146000.0,171 ASHLEY AVE,32.785544099999996,-79.95170814565597
clinician_network,9032021175.0,SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE,9032021175.0,163.0,PSYCHIATRY,,2100 CHARLIE HALL BLVD,,CHARLESTON,SC,294145832,8438524100.0,2100 CHARLIE HALL BLVD,32.813989772555296,-80.0454583761253
clinician_network,9032210083.0,EYE CENTER OF CHARLESTON,9032210083.0,4.0,OPHTHALMOLOGY,,2270 ASHLEY CROSSING DR,SUITE 100,CHARLESTON,SC,294145749,8435562357.0,2270 ASHLEY CROSSING DR,32.2742614,-80.9253747
clinician_network,9032215199.0,FETTER HEALTH CARE NETWORK INC,9032215199.0,20.0,NURSE PRACTITIONER,"HOSPITALIST, PEDIATRIC MEDICINE",51 NASSAU ST,,CHARLESTON,SC,294035513,8437224112.0,51 NASSAU ST,40.70908045,-74.00923874929356
clinician_network,9032429485.0,NORTHERN TIDES SPEECH AND LANGUAGE LLC,9032429485.0,4.0,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,,1744 SAM RITTENBERG BLVD,SUITE E,CHARLESTON,SC,294074942,6074236613.0,1744 SAM RITTENBERG BLVD,32.80278179310345,-80.01577203448277
clinician_network,9133244346.0,"INTEGRATED REGIONAL LABORATORIES PATHOLOGY SERVICES, LLC",9133244346.0,120.0,DENTIST,"MAXILLOFACIAL SURGERY, PATHOLOGY",9330 MEDICAL PLAZA DR,,CHARLESTON,SC,294069104,8438474179.0,9330 MEDICAL PLAZA DR,32.9768967,-80.0737924
clinician_network,9133294077.0,IMAGINE PHYSICAL THERAPY ON DANIEL ISLAND LLC,9133294077.0,2.0,PHYSICAL THERAPY,,142 SPORTSMAN ISLAND DR,SUITE F,CHARLESTON,SC,294928524,8433778820.0,142 SPORTSMAN ISLAND DR,32.87491330612245,-79.92828792857142
clinician_network,9335559939.0,CLEARLINE DERMATOLOGY LLC,9335559939.0,5.0,PHYSICIAN ASSISTANT,,776 DANIEL ELLIS DR,SUITE 1A,CHARLESTON,SC,294123095,8437236529.0,776 DANIEL ELLIS DR,32.7499065038878,-79.96905736946549
clinician_network,9436054715.0,CHARLESTON RADIOLOGISTS PA,9436054715.0,24.0,DIAGNOSTIC RADIOLOGY,INTERVENTIONAL RADIOLOGY,8330 MEDICAL PLAZA DR,,CHARLESTON,SC,294069104,8667179687.0,8330 MEDICAL PLAZA DR,35.3182630562693,-80.77593214076832
clinician_network,9436162278.0,CAROLINA FOOT SPECIALISTE LLC,9436162278.0,2.0,PODIATRY,,615 WESLEY DR,SUITE 340,CHARLESTON,SC,294077274,8432255575.0,615 WESLEY DR,38.8690669,-90.06630220193563
clinician_network,9537341003.0,"SURGICAL NEUROMONITORING, PLLC",9537341003.0,5.0,NEUROLOGY,,171 ASHLEY AVE,,CHARLESTON,SC,294258908,8437921414.0,171 ASHLEY AVE,32.785544099999996,-79.95170814565597
clinician_network,9537581897.0,LIVE LIFE NOW HEALTH GROUP PA,9537581897.0,10.0,FAMILY PRACTICE,,170 MEETING ST,SUITE 110,CHARLESTON,SC,294013178,6469603553.0,170 MEETING ST,33.010193772951844,-80.15047818481507
clinician_network,9638070436.0,CAROLINA EYECARE PHYSICIANS LLC,9638070436.0,27.0,OPTOMETRY,,2060 CHARLIE HALL BLVD,SUITE 201,CHARLESTON,SC,294146066,8888561878.0,2060 CHARLIE HALL BLVD,32.814788397544795,-80.0447586083405
clinician_network,9739260019.0,AMERICAN CURRENT CARE PA,9739260019.0,424.0,GENERAL SURGERY,,4115 DORCHESTER RD,SUITE 100,CHARLESTON,SC,294057501,8435546737.0,4115 DORCHE,45.9195051,4.7084732
clinician_network,9931105046.0,COASTAL CAROLINA MULTISPECIALTY ASSOCIATES LLC,9931105046.0,47.0,PHYSICIAN ASSISTANT,INTERNAL MEDICINE,316 CALHOUN ST,,CHARLESTON,SC,294011113,8438242000.0,316 CALHOUN ST,32.78266495,-79.94908809987882
